Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	6.426605608	9.018849887	6692.7	7858.5	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
2	Spectrogram 1	1	13.771297732	15.013414782	6815.6	7322.5	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
3	Spectrogram 1	1	23.060173065	26.300478414	6694.0	8000.0	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
4	Spectrogram 1	1	36.561445351	39.369709987	6602.8	8000.0	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
5	Spectrogram 1	1	47.956519161	50.872793975	6683.9	7778.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
6	Spectrogram 1	1	18.199715042	21.656040747	152.1	1703.1	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
7	Spectrogram 1	1	31.160936437	36.507440262	1307.8	1713.3	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
8	Spectrogram 1	1	42.015959355	43.582106940	1226.7	1622.0	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
9	Spectrogram 1	1	45.577198344	47.143345929	1393.7	1619.2	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
10	Spectrogram 1	1	48.709493515	49.951610565	1311.7	1598.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
11	Spectrogram 1	1	50.815691991	51.949798863	1311.7	1608.9	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
12	Spectrogram 1	1	54.920078766	55.838165282	1363.0	1567.9	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
13	Spectrogram 1	1	56.216200906	57.566328134	1322.0	1557.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
14	Spectrogram 1	1	59.892809516	60.918906210	1301.5	1598.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
15	Spectrogram 1	1	61.836992725	63.187119954	1352.7	1649.9	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
16	Spectrogram 1	1	65.401328609	66.589440570	1322.0	1619.2	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
17	Spectrogram 1	1	67.453521997	68.479618690	1352.7	1537.2	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
18	Spectrogram 1	1	71.341888415	72.746020733	1322.0	1557.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
19	Spectrogram 1	1	76.796402419	78.092524558	1250.2	1526.9	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033839.WAV	bird
