Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	1.444636135	1.957684482	988.4	3830.1	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
2	Spectrogram 1	1	1.971185754	5.022473290	2471.0	3861.0	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
3	Spectrogram 1	1	3.739852423	4.185394409	1606.2	3953.7	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
4	Spectrogram 1	1	7.385195941	7.884743015	1638.1	4193.5	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
5	Spectrogram 1	1	10.159159521	10.739714229	1048.4	1900.2	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
6	Spectrogram 1	1	12.535383443	13.318457236	961.0	2140.4	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
7	Spectrogram 1	1	14.676855202	15.257409911	982.9	1725.4	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
8	Spectrogram 1	1	15.324916272	16.161995154	2053.1	3450.9	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
9	Spectrogram 1	1	20.316736596	20.802782398	1026.5	1550.7	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
10	Spectrogram 1	1	22.681527222	23.046061574	2992.2	3581.9	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
11	Spectrogram 1	1	28.737646313	29.277697204	1092.1	1725.4	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
12	Spectrogram 1	1	31.059865146	32.045458023	327.6	1681.8	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
13	Spectrogram 1	1	35.555788817	36.230852432	1026.5	2271.5	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
14	Spectrogram 1	1	39.462998455	40.354082426	1616.2	2358.8	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
15	Spectrogram 1	1	41.839222377	42.595293625	961.0	2009.4	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
16	Spectrogram 1	1	43.081339428	46.483660044	2489.9	3931.4	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
17	Spectrogram 1	1	44.444967929	45.025522637	982.9	1987.5	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
18	Spectrogram 1	1	47.617766916	48.454845798	939.2	2140.4	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
19	Spectrogram 1	1	53.154877869	53.978455478	961.0	2206.0	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
20	Spectrogram 1	1	60.627358776	61.464437657	982.9	2096.7	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
21	Spectrogram 1	1	64.178193387	64.718244278	1157.6	1900.2	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
22	Spectrogram 1	1	63.773155218	64.475221377	3647.5	4215.3	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
23	Spectrogram 1	1	68.091676848	68.955758274	895.5	1965.7	20200929_032220.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\03\20200929_032220.WAV	bird
