Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	3.353657838	9.298778551	937.6	3688.5	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	mm
2	Spectrogram 1	1	2.425289522	3.233719362	1246.4	1513.1	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
3	Spectrogram 1	1	10.274264545	11.112679005	1204.3	1499.0	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
4	Spectrogram 1	1	11.265117997	12.217861701	1176.2	1527.1	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
5	Spectrogram 1	1	14.504446591	15.266641554	1063.9	1499.0	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
6	Spectrogram 1	1	15.419080547	16.066946265	1049.9	1527.1	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
7	Spectrogram 1	1	16.219385258	17.134019214	1063.9	1513.1	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
8	Spectrogram 1	1	17.286458206	18.162982414	1120.1	1499.0	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
9	Spectrogram 1	1	18.277311658	19.077616370	1176.2	1569.2	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
10	Spectrogram 1	1	20.373347807	21.097433022	1204.3	1527.1	20200929_033502.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033502.WAV	sc
