Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	26.883448982	27.853564790	6609.8	8000.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
2	Spectrogram 1	1	28.500308663	29.686005762	6428.1	8000.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
3	Spectrogram 1	1	30.171063666	31.464551411	6301.8	7957.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
4	Spectrogram 1	1	33.728154965	34.698270774	6442.1	8000.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
5	Spectrogram 1	1	35.021642710	36.369025777	6638.6	8000.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
6	Spectrogram 1	1	36.422921100	37.393036909	6610.5	7887.7	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
7	Spectrogram 1	1	37.931990136	39.009896590	6357.9	8000.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
8	Spectrogram 1	1	39.656640462	40.842337562	6470.2	7915.8	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
9	Spectrogram 1	1	42.405301920	43.429313052	6428.1	7845.6	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
10	Spectrogram 1	1	44.884486765	46.339660478	6498.2	7803.5	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D7\13\20200929_032833.WAV	bird
