Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	8.474670106	9.713590074	2000.0	2752.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
2	Spectrogram 1	1	11.768384166	12.463388050	2000.0	2484.5	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
3	Spectrogram 1	1	15.001663106	16.331235754	1855.7	2680.4	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
4	Spectrogram 1	1	17.026239638	18.688205448	2195.9	2742.3	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
5	Spectrogram 1	1	19.685384934	21.347350744	2175.3	2690.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
6	Spectrogram 1	1	22.163224869	23.674102878	1958.8	2587.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
7	Spectrogram 1	1	71.398795981	72.335540347	1402.1	4257.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
8	Spectrogram 1	1	74.148593958	74.964468083	1195.9	4195.9	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
9	Spectrogram 1	1	76.747304134	77.623613379	1268.0	4154.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
10	Spectrogram 1	1	75.961647569	76.626433893	2226.8	2639.2	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
11	Spectrogram 1	1	73.090979351	73.816200796	2329.9	2618.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
12	Spectrogram 1	1	80.887109879	81.914506925	1309.3	4391.8	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
13	Spectrogram 1	1	78.379052383	79.225144069	2134.0	2628.9	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
14	Spectrogram 1	1	83.667125415	84.301694179	1804.1	3226.8	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
15	Spectrogram 1	1	84.724740022	86.114747790	1412.4	4412.4	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
16	Spectrogram 1	1	86.416923392	87.353667758	2226.8	2989.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
17	Spectrogram 1	1	88.139324323	89.559549651	1433.0	4371.1	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
18	Spectrogram 1	1	90.919339859	91.976954466	2340.2	3020.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
19	Spectrogram 1	1	92.151529644	93.450884732	1427.1	4448.2	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
20	Spectrogram 1	1	94.085453496	94.871110061	2290.3	3090.3	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
21	Spectrogram 1	1	94.961762741	96.593510991	1448.2	4437.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
22	Spectrogram 1	1	96.986339274	97.832430959	2395.6	2953.4	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
23	Spectrogram 1	1	99.524614329	101.095927459	1406.1	4406.1	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
24	Spectrogram 1	1	102.908981070	104.510511759	1385.0	4469.2	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
25	Spectrogram 1	1	105.628561486	107.199874616	1364.0	4448.2	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
26	Spectrogram 1	1	108.015410157	109.586723286	1385.0	4427.1	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
27	Spectrogram 1	1	109.768028647	111.762387619	1300.8	4458.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
28	Spectrogram 1	1	112.094780781	113.605658791	1195.6	4511.3	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
29	Spectrogram 1	1	113.635876351	114.723708517	1090.3	4458.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
30	Spectrogram 1	1	114.874796318	115.992846045	1132.4	4585.0	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
31	Spectrogram 1	1	116.143933846	118.077857698	1164.0	4490.3	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
32	Spectrogram 1	1	120.208195691	122.172337103	1253.4	4653.4	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
33	Spectrogram 1	1	118.621773781	119.498083026	1448.2	4237.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
34	Spectrogram 1	1	123.063755128	124.514198017	1469.2	4437.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
35	Spectrogram 1	1	124.604850697	126.931602831	1342.9	4079.8	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
36	Spectrogram 1	1	126.599209669	128.261175480	1532.4	4458.7	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
37	Spectrogram 1	1	129.318790086	130.104446651	1542.9	4490.3	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
38	Spectrogram 1	1	131.568725818	132.565905305	1353.4	4416.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
39	Spectrogram 1	1	134.318523795	135.617878883	1564.0	2827.1	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
40	Spectrogram 1	1	136.131577406	137.491367614	1416.6	4364.0	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
41	Spectrogram 1	1	138.488547100	139.757684628	1448.2	4321.9	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
42	Spectrogram 1	1	140.362035832	141.449867998	1479.8	4395.6	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
43	Spectrogram 1	1	143.595314771	146.133589827	1353.4	4500.8	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
44	Spectrogram 1	1	162.189912179	164.002965790	1789.5	2178.9	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
45	Spectrogram 1	1	235.026803888	235.631155092	307.7	626.0	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	other
47	Spectrogram 1	1	287.869130389	289.108050356	2229.0	2526.0	20200927_010206.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200927_010206.WAV	bird
