Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	0.821028342	1.183808307	1276.0	1476.7	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
2	Spectrogram 1	1	1.737525096	2.768583945	1240.1	1440.9	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
3	Spectrogram 1	1	3.013273700	9.871433789	1139.8	1448.0	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
4	Spectrogram 1	1	9.952927655	17.783665581	902.9	2788.9	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	gc
5	Spectrogram 1	1	22.608235531	23.742342403	1303.0	1459.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
6	Spectrogram 1	1	24.012367849	30.222953100	957.3	1566.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	mm
7	Spectrogram 1	1	30.645882002	31.915001597	1278.3	1426.5	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
8	Spectrogram 1	1	34.956249052	36.198366102	1286.5	1459.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
9	Spectrogram 1	1	36.360381370	39.546681629	1261.9	1434.7	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
10	Spectrogram 1	1	39.816707075	40.464768145	1270.1	1500.5	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
11	Spectrogram 1	1	40.842803769	48.187495893	949.1	2414.1	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	mm
12	Spectrogram 1	1	48.427297454	51.424579902	1245.4	1451.2	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
13	Spectrogram 1	1	52.207653694	62.657638444	1228.9	1484.1	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
14	Spectrogram 1	1	62.738646077	63.224691880	1261.9	1492.3	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
15	Spectrogram 1	1	63.305699513	70.803181222	916.2	1673.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	mm
16	Spectrogram 1	1	69.965852265	74.251043108	1286.5	1459.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
17	Spectrogram 1	1	74.791094000	82.108783579	1212.5	1451.2	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
18	Spectrogram 1	1	82.251829048	90.379594965	942.1	2442.1	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	mm
19	Spectrogram 1	1	89.974486317	93.943860369	1175.4	1500.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
20	Spectrogram 1	1	94.213885815	100.775504146	1150.4	1475.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	sc
21	Spectrogram 1	1	100.802506691	107.985183547	958.8	2200.4	20200929_033336.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_033336.WAV	mm
