Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
9	Spectrogram 1	1	63.144132242	70.407133756	574.6	2615.1	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	gc
16	Spectrogram 1	1	115.097494423	123.930874642	567.2	2902.4	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	gc
29	Spectrogram 1	1	159.861719264	170.069180851	449.4	3042.4	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	gc
50	Spectrogram 1	1	224.293710760	234.981555541	486.2	2872.9	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	gc
1	Spectrogram 1	1	7.355550200	10.758037396	1186.0	1547.0	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
2	Spectrogram 1	1	19.198822939	21.554390998	1252.3	1539.6	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
3	Spectrogram 1	1	24.760580855	28.163068051	1134.4	1502.8	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
4	Spectrogram 1	1	33.135933952	36.931015824	1090.2	1524.9	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
6	Spectrogram 1	1	45.633531152	49.624910362	1119.7	1642.7	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
7	Spectrogram 1	1	59.374344827	63.103994253	1097.6	1576.4	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
10	Spectrogram 1	1	84.736839446	90.822056930	1046.0	1547.0	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
12	Spectrogram 1	1	95.336895709	101.356680748	987.1	2143.6	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
21	Spectrogram 1	1	135.358582101	141.836394262	994.5	2055.2	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
25	Spectrogram 1	1	149.950017575	156.296964843	928.2	2408.8	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
27	Spectrogram 1	1	158.356773004	161.890125092	935.5	1878.5	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
33	Spectrogram 1	1	179.687750423	187.136926478	920.8	2143.6	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
37	Spectrogram 1	1	197.148090727	202.971578427	950.3	1819.5	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
42	Spectrogram 1	1	212.851877784	218.086473469	950.3	1650.1	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
56	Spectrogram 1	1	246.872361207	253.211039714	957.6	2070.0	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
62	Spectrogram 1	1	262.742191337	268.756995759	942.9	2570.9	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
64	Spectrogram 1	1	276.676486791	282.552488034	935.5	1628.0	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
70	Spectrogram 1	1	295.183577321	299.999937500	935.5	1731.1	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	mm
5	Spectrogram 1	1	42.361908848	43.735990216	1289.1	1488.0	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	sc
8	Spectrogram 1	1	79.854700447	81.752241383	1326.0	1517.5	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	sc
11	Spectrogram 1	1	94.028246788	94.944301033	1318.6	1458.6	20201023_000633.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\05\20201023_000633.WAV	sc
