Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	2.677243165	3.541324591	1236.8	1510.5	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
2	Spectrogram 1	1	5.404500166	6.322586682	1216.5	1571.3	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
3	Spectrogram 1	1	13.04622028	14.01831189	1094.9	1540.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
4	Spectrogram 1	1	18.87409272	20.35923267	1176	1601.8	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
5	Spectrogram 1	1	26.08428997	27.32640702	1094.9	1540.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
6	Spectrogram 1	1	31.34391486	32.343009	1236.8	1459.8	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
7	Spectrogram 1	1	32.96406753	33.96316168	1206.4	1409.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
8	Spectrogram 1	1	34.42220494	35.71832708	1165.8	1480.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
9	Spectrogram 1	1	37.74351792	38.85062225	1236.8	1551.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
10	Spectrogram 1	1	41.38332603	42.08539219	1186.1	1439.6	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
11	Spectrogram 1	1	50.89589298	52.24602021	2118.8	2281	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
12	Spectrogram 1	1	55.83733763	56.89043687	1216.5	1561.2	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
13	Spectrogram 1	1	62.10442049	63.29253245	1206.4	1480.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
14	Spectrogram 1	1	67.61293958	69.44911261	1186.1	1713.3	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
15	Spectrogram 1	1	71.82533653	72.87843577	1196.3	1713.3	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
16	Spectrogram 1	1	75.44367751	76.4697742	1196.3	1540.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
17	Spectrogram 1	1	77.14483781	78.19793705	1176	1581.5	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
18	Spectrogram 1	1	81.81627802	82.84237472	1206.4	1520.7	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
19	Spectrogram 1	1	79.72341686	80.37147793	1229	1379.5	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
20	Spectrogram 1	1	83.15274002	84.07082653	1229	1479.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
21	Spectrogram 1	1	88.20221585	89.09329982	1221.8	1487.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
22	Spectrogram 1	1	89.66035326	90.65944741	1279.2	1494.2	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
23	Spectrogram 1	1	94.33179347	95.35789016	1257.7	1522.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
24	Spectrogram 1	1	100.5015021	101.4195886	1186	1479.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
25	Spectrogram 1	1	107.0631204	107.9542044	1207.5	1580.2	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
26	Spectrogram 1	1	108.8217098	109.7667988	1243.3	1458.4	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
27	Spectrogram 1	1	110.468865	111.3059439	1200.3	1522.9	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
28	Spectrogram 1	1	114.1682136	115.1943103	1214.7	1594.6	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
29	Spectrogram 1	1	120.9188497	121.971949	1186	1487.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D3\11\20200929_032833.WAV	bird
