Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	7.158054959	7.858694154	2998.7	3740	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
2	Spectrogram 1	1	10.52651263	11.06546586	3508.3	4172.4	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
3	Spectrogram 1	1	30.72168953	31.03158763	6652.3	7810.6	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
4	Spectrogram 1	1	34.64257425	34.89857704	6714.1	7733.4	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
5	Spectrogram 1	1	24.83362552	25.1300498	6853.1	7872.4	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
6	Spectrogram 1	1	32.74034095	33.71045675	2165.2	2952.8	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
7	Spectrogram 1	1	35.63721454	36.23006309	3153.6	3879.5	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
8	Spectrogram 1	1	39.66588991	39.94884036	3493.4	3848.6	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
9	Spectrogram 1	1	45.02120031	45.30415075	3477.9	3833.2	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
10	Spectrogram 1	1	49.86003475	50.68193842	3864	4265.6	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
11	Spectrogram 1	1	57.10888932	57.4053136	2829.3	3848.6	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
12	Spectrogram 1	1	58.42932473	59.03564711	3045.5	3755.9	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
13	Spectrogram 1	1	59.09063703	66.83808967	2145.5	4214.9	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
14	Spectrogram 1	1	71.67528577	71.99865771	3473.6	3875.2	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
15	Spectrogram 1	1	75.58269667	76.29680969	3566.3	4137.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
16	Spectrogram 1	1	88.33008064	88.96335068	3813.4	4184.1	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
17	Spectrogram 1	1	94.00256335	94.75709787	3133.9	3813.4	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
18	Spectrogram 1	1	113.9670109	114.4385949	3219.2	4006.8	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
20	Spectrogram 1	1	122.647711	123.5369838	1180.6	1767.5	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
21	Spectrogram 1	1	134.5378268	135.1306754	3049.3	3821.5	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
22	Spectrogram 1	1	137.4885957	138.2566041	3574.4	4207.6	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
23	Spectrogram 1	1	142.6738018	143.6169699	2088.2	2489.8	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
24	Spectrogram 1	1	147.2144827	147.9285957	3617.2	4235	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
25	Spectrogram 1	1	161.8526705	162.8227863	3570.9	4204.1	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
26	Spectrogram 1	1	159.7888874	161.0015322	2088.2	2659.7	20200929_033839.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\17\20200929_033839.WAV	bird
