Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
11	Spectrogram 1	1	102.921135126	110.971719507	486.2	3395.9	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	gc
19	Spectrogram 1	1	155.235804216	163.934136766	471.5	3558.0	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	gc
31	Spectrogram 1	1	202.416419280	210.837145472	486.2	3152.9	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	gc
52	Spectrogram 1	1	265.826441106	275.079986371	456.7	3594.8	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	gc
1	Spectrogram 1	1	5.274520801	8.837135728	1326.0	1510.1	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	mm
2	Spectrogram 1	1	23.041327711	25.771123564	1333.3	1517.5	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	mm
3	Spectrogram 1	1	48.396041737	51.079569864	1178.6	1547.0	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	mm
4	Spectrogram 1	1	60.216023727	61.974197327	1259.7	1524.9	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	mm
5	Spectrogram 1	1	65.629347707	69.515836718	1068.1	1539.6	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	mm
6	Spectrogram 1	1	73.911270719	76.918672931	1097.6	1583.8	20201023_000602.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D7\13\20201023_000602.WAV	mm
