Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	28.460899566	31.495019490	1078.7	1550.6	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	mm
2	Spectrogram 1	1	48.216392636	53.073096808	1101.1	1595.5	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	mm
3	Spectrogram 1	1	40.864285609	41.548030943	1314.6	1494.4	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	sc
4	Spectrogram 1	1	46.932525456	47.616270791	1314.6	1483.1	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	sc
5	Spectrogram 1	1	70.196019740	70.965233242	1314.6	1516.9	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	sc
6	Spectrogram 1	1	73.785682748	77.717218424	1033.7	1505.6	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	mm
9	Spectrogram 1	1	87.968462067	89.036814153	1292.1	1505.6	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	sc
10	Spectrogram 1	1	91.579978529	95.457693952	1044.9	1539.3	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	mm
11	Spectrogram 1	1	104.074997466	105.601476884	1325.8	1483.1	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	sc
12	Spectrogram 1	1	108.774997466	109.944510638	1303.4	1516.9	20200928_042002.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200928_042002.WAV	sc
