Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	0.269476614	1.562964358	1586.0	2568.4	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
2	Spectrogram 1	1	3.503195976	4.904474366	1543.9	2694.7	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
3	Spectrogram 1	1	5.173950980	9.766725109	842.1	2400.0	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	mm
4	Spectrogram 1	1	15.933164930	17.011071384	1249.1	1557.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
5	Spectrogram 1	1	19.274674937	20.406476714	1277.2	1529.8	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
6	Spectrogram 1	1	20.999325264	25.526532371	982.5	2273.7	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	mm
7	Spectrogram 1	1	33.372052185	34.396063316	1277.2	1557.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
8	Spectrogram 1	1	36.336294934	37.090829451	1291.2	1515.8	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
9	Spectrogram 1	1	37.468096710	41.887513172	940.4	2526.3	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	mm
10	Spectrogram 1	1	44.151116726	51.588671259	435.1	3943.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	gc
11	Spectrogram 1	1	52.491414930	54.054379288	1768.4	2357.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
12	Spectrogram 1	1	57.126412682	57.988737846	1207.0	1515.8	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
13	Spectrogram 1	1	60.629608658	62.030887048	1235.1	1557.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
14	Spectrogram 1	1	62.354258985	63.378270116	1221.1	1571.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
15	Spectrogram 1	1	65.587978347	66.288617542	1235.1	1529.8	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
16	Spectrogram 1	1	66.558094155	71.678149812	968.4	2526.3	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	mm
17	Spectrogram 1	1	80.085820154	81.055935963	1237.7	1569.8	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
18	Spectrogram 1	1	81.918261126	83.157853548	1192.5	1539.6	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
19	Spectrogram 1	1	57.204864377	58.336666154	1826.4	2309.4	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
20	Spectrogram 1	1	62.432710680	63.618407779	1690.6	2309.4	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
21	Spectrogram 1	1	84.853164924	85.877176056	1252.8	1509.4	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
22	Spectrogram 1	1	85.931071379	89.595953322	875.5	1600.0	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	mm
23	Spectrogram 1	1	72.457240703	73.750728448	1781.1	2339.6	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
24	Spectrogram 1	1	76.768866519	78.277935555	1826.4	2430.2	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
25	Spectrogram 1	1	81.080492335	82.912933307	1766.0	2400.0	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
26	Spectrogram 1	1	83.721363148	84.745374279	1781.1	2400.0	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
27	Spectrogram 1	1	85.769385410	87.170663801	1781.1	2384.9	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
28	Spectrogram 1	1	90.834216152	91.858227283	1781.1	2294.3	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	bird
29	Spectrogram 1	1	92.181599219	93.043924383	1313.2	1479.2	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
30	Spectrogram 1	1	96.385434390	97.355550199	1343.4	1524.5	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
31	Spectrogram 1	1	98.649037944	99.726944398	1267.9	1509.4	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	sc
32	Spectrogram 1	1	99.780839721	104.631418764	935.8	3381.1	20200929_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200929_033000.WAV	mm
