Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	0.000000000	11.503083988	2542.4	3682.2	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
2	Spectrogram 1	1	5.896474721	10.054866585	6529.7	8000.0	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
3	Spectrogram 1	1	10.324892031	19.343741918	5556.5	8000.0	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
4	Spectrogram 1	1	19.775782631	30.198764836	5434.8	8000.0	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
5	Spectrogram 1	1	30.738815727	40.567741952	5536.2	8000.0	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
6	Spectrogram 1	1	42.025879359	49.532586750	5475.4	8000.0	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
7	Spectrogram 1	1	25.420358170	26.986505755	3407.3	4157.5	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
8	Spectrogram 1	1	40.595788220	43.836093568	2636.8	4238.6	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
9	Spectrogram 1	1	38.435584654	39.785711882	4603.5	5333.4	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
10	Spectrogram 1	1	44.485233302	45.943370709	4522.4	5536.2	20200929_032330.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032330.WAV	bird
