Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	3.978413121	6.605667068	1264.0	1488.6	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
2	Spectrogram 1	1	22.969705941	26.422668272	1247.4	1488.6	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
3	Spectrogram 1	1	34.754816506	38.207778837	1289.0	1496.9	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
4	Spectrogram 1	1	44.888510303	48.641730228	1230.8	1463.6	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
5	Spectrogram 1	1	56.373363274	59.826325605	1239.1	1471.9	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
6	Spectrogram 1	1	69.509633011	73.938432523	1180.9	1513.5	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
7	Spectrogram 1	1	82.770277510	85.697789051	1247.4	1530.1	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
8	Spectrogram 1	1	92.003198525	95.906547247	1230.8	1521.8	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
9	Spectrogram 1	1	102.061827924	105.890112248	1264.0	1513.5	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
10	Spectrogram 1	1	114.447453677	117.900416008	1264.0	1546.8	20200926_033000.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D9\02\20200926_033000.WAV	mm
