Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
2	Spectrogram 1	1	42.166706991	50.332743083	1115.2	1622.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
3	Spectrogram 1	1	64.850001655	71.070697315	1094.9	1601.8	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
4	Spectrogram 1	1	84.896000136	93.104773686	1054.3	1561.2	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
5	Spectrogram 1	1	96.484338921	107.362117220	1074.6	1622.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
6	Spectrogram 1	1	114.126901437	124.427725390	1013.8	1561.2	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
7	Spectrogram 1	1	125.692558729	136.385020860	557.6	2737.2	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	gc
8	Spectrogram 1	1	141.192464295	154.934113792	973.2	1581.5	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
9	Spectrogram 1	1	160.032480211	173.577681249	932.7	1622.0	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
10	Spectrogram 1	1	176.015844102	187.510841574	892.1	1703.1	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
11	Spectrogram 1	1	190.039004427	198.509716907	973.2	1662.6	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
12	Spectrogram 1	1	200.041757620	213.896958659	932.7	1581.5	20200929_032833.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D2\04\20200929_032833.WAV	mm
