Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	0.000000000	5.679404337	906.4	2162.2	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	mm
2	Spectrogram 1	1	9.872609408	11.836515581	1239.1	1488.6	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
3	Spectrogram 1	1	14.065814479	19.320590455	923.1	1605.0	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	mm
4	Spectrogram 1	1	26.645429693	27.972393323	1305.6	1471.9	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
5	Spectrogram 1	1	29.033964227	30.148613677	1297.3	1471.9	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
6	Spectrogram 1	1	30.573242038	31.847127123	1239.1	1471.9	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
7	Spectrogram 1	1	32.059441304	38.428866729	939.7	1746.4	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	mm
8	Spectrogram 1	1	39.118887816	40.233537266	1247.4	1463.6	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
9	Spectrogram 1	1	40.233537266	41.295108170	1230.8	1471.9	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
10	Spectrogram 1	1	41.401265260	42.462836164	1197.5	1463.6	20201023_001104.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 3 (Deployed - October to December)\D2\04\20201023_001104.WAV	sc
