Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Label
1	Spectrogram 1	1	0.323932859	0.781249837	4210.5	6203.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
2	Spectrogram 1	1	1.371950934	2.038871526	4322.8	6063.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
3	Spectrogram 1	1	2.629572623	3.353657838	4519.3	6175.4	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
4	Spectrogram 1	1	3.887194312	4.725608772	4603.5	6175.4	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
5	Spectrogram 1	1	5.201980624	6.078504831	4547.4	6259.6	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
6	Spectrogram 1	1	6.840699794	7.469510639	4350.9	6400.0	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
7	Spectrogram 1	1	7.945882491	8.822406699	4463.2	6203.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
9	Spectrogram 1	1	9.355943173	9.965699143	4541.9	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
10	Spectrogram 1	1	10.556400240	11.242375707	4593.5	6554.8	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
11	Spectrogram 1	1	11.756857323	12.480942538	4541.9	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
12	Spectrogram 1	1	13.090698509	13.833838598	4541.9	6606.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
13	Spectrogram 1	1	14.462649443	15.243899280	4490.3	6658.1	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
14	Spectrogram 1	1	15.720271132	16.082313739	4541.9	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
15	Spectrogram 1	1	16.501520969	17.397100051	4438.7	6658.1	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
16	Spectrogram 1	1	17.854417029	18.616611992	4696.8	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
17	Spectrogram 1	1	19.035819222	19.683684940	4593.5	6709.7	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
18	Spectrogram 1	1	20.263632039	21.292595239	4387.1	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
19	Spectrogram 1	1	21.826131714	22.397777936	4438.7	6606.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
20	Spectrogram 1	1	22.874149788	23.522015507	4541.9	6451.6	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
21	Spectrogram 1	1	24.177347886	24.710884360	4438.7	6761.3	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
22	Spectrogram 1	1	25.454024449	25.987560924	4232.3	6606.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
23	Spectrogram 1	1	26.654481516	27.111798494	4438.7	6296.8	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
24	Spectrogram 1	1	27.607225220	28.502804302	4335.5	6451.6	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
25	Spectrogram 1	1	29.017285902	29.855700362	4387.1	5935.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
26	Spectrogram 1	1	30.579785577	31.151431799	4438.7	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
27	Spectrogram 1	1	31.951736510	32.447163236	4490.3	6090.3	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
28	Spectrogram 1	1	33.018809459	33.647620303	4335.5	6090.3	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
29	Spectrogram 1	1	34.295486022	34.981461489	4541.9	6296.8	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
30	Spectrogram 1	1	35.381614137	35.915150612	4335.5	6296.8	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
31	Spectrogram 1	1	36.486796834	37.058443056	4387.1	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
32	Spectrogram 1	1	37.649144153	38.392284242	4232.3	6503.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
33	Spectrogram 1	1	38.887710968	39.497466938	3819.4	5935.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
34	Spectrogram 1	1	40.259661902	41.002801991	4438.7	6348.4	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
35	Spectrogram 1	1	41.364844397	41.898380872	4490.3	6193.5	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
36	Spectrogram 1	1	42.603411213	43.117892813	4387.1	6141.9	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
37	Spectrogram 1	1	44.432679124	44.718502235	4490.3	6348.4	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
38	Spectrogram 1	1	45.461642324	45.880849554	4180.6	6245.2	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
39	Spectrogram 1	1	46.014233673	46.300056784	3871.0	6296.8	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
40	Spectrogram 1	1	47.005087125	47.367129732	4387.1	6348.4	20200929_034228.WAV	D:\Fauna & Flora International\VietnamAudioStorage - Root\Trung Khanh\2020 Survey\Raw Audio Files\Phase 2 (Deployed - September to October)\D1\01\01b\20200929_034228.WAV	bird
